시설물명,시설물구분,시설물소재지,준공일자
1-015 신설동역-제기동역(1),터널,서울특별시 동대문구 왕산로,19740330
구절정수장,상하수도,강원도 정선군 북면,19870430
여량정수장,상하수도,강원도 정선군 북면,19870810
증산정수장,상하수도,강원도 정선군 남면,19840930
납돌정수장,상하수도,강원도 정선군 신동읍,19780620
조동정수장,상하수도,강원도 정선군 신동읍,19850730
임계정수장,상하수도,강원도 정선군 화천동길,19851210
북평정수장,상하수도,강원도 정선군 북평면,19831210
풍각정수장,상하수도,경상북도 청도군 송서2길,19840613
오월교,교량,강원도 춘천시 서면 오월리,19640525
신연교,교량,강원도 춘천시 신동면 의암리,19800601
세월교,교량,강원도 춘천시 동면 지내리,19721120
소양1교,교량,강원도 춘천시 소양로1가,19331216
논산지방상수도 마산배수지,상하수도,충청남도 논산시 연무읍 마산리,19851231
논산지방상수도 동산가압장,상하수도,충청남도 논산시 연무읍 동산리,19851231
학생체육관 본관동,건축물,서울특별시 송파구 올림픽로,19761227
교육연구정보원,건축물,서울특별시 중구 소파로,19730719
선암초등학교 부지조성 옹벽,옹벽,부산광역시 부산진구 엄광로,19621101
성동초등학교 부지조성옹벽,옹벽,부산광역시 남구 전포대로68번길,19511201
연포초등학교 부지조성옹벽,옹벽,부산광역시 남구 진남로,19740228
용문중학교 부지조성옹벽,옹벽,부산광역시 남구 동명로101번길,19840228
가평초등학교 부지조성 옹벽 (2구간),옹벽,부산광역시 부산진구 가야대로482번길,19770901
좌천초등학교 부지조성옹벽,옹벽,부산광역시 동구 증산서로,19710101
대연중학교 부지조성옹벽,옹벽,부산광역시 남구 천제등로16번길,19700228
가평초등학교 부지조성 옹벽 (1구간),옹벽,부산광역시 부산진구 가야대로482번길,19770901
남부순환로 오류방향 가리봉철도고가 전 우측 옹벽,옹벽,서울특별시 구로구 가리봉2동,19860915
남부순환로 시흥방향 가리봉철도고가 지난 우측 옹벽,옹벽,서울특별시 금천구 가산동,19860915
반포로 용산동2가 옹벽,옹벽,서울특별시 용산구 용산동2가,19780331
양천초등학교 부지조성옹벽,옹벽,부산광역시 북구 덕천로,19870301
신연중 옹벽,옹벽,서울특별시 서대문구 연희동,19850101
서울대신초 옹벽,옹벽,서울특별시 서대문구 이화여대2길,19710101
국립마산병원 별관병동,건축물,경상남도 창원시 마산합포구 가포로,19851128
신선초등학교 부지조성옹벽,옹벽,부산광역시 영도구 산정길,19650101
신선중학교 부지조성옹벽,옹벽,부산광역시 영도구 복지관길,19700101
경남고등학교 옹벽,옹벽,부산광역시 서구 망양로111번길,19730101
동백초등학교 부지조성옹벽,옹벽,부산광역시 해운대구 좌동순환로,19761201
남대천교,교량,전라북도 무주군 무주읍 적천로,19851030
용산취수장,상하수도,강원도 춘천시 신북읍 영서로,19870731
용산정수장,상하수도,강원도 춘천시 영서로,19870731
옥과교,교량,전라남도 곡성군 옥과면,19840620
대석교,교량,경상남도 하동군 적량면,19851101
가현취수장,상하수도,경기도 안성시 가현동,19870101
죽산정.취수장,상하수도,경기도 안성시 죽산면,19790101
안성정수장,상하수도,경기도 안성시 봉산동,19650101
정선2교,교량,강원도 정선군 정선읍 녹송로,19681230
치악체육관,건축물,강원도 원주시 서원대로,19800520
원주 종합운동장,건축물,강원도 원주시 서원대로,19800510
신천배수지(구지),상하수도,경기도 시흥시 대야동,19870612
어린이회관,건축물,대구광역시 수성구 동대구로,19831215
범박배수지,상하수도,경기도 부천시 소사구 계수동,19840521
세마교,교량,경기도 화성시 태안읍,19831210
거창교,교량,경상남도 거창군 거창읍,19831013
웅천교,교량,충청남도 보령시 웅천읍 대천리,19671027
한내대교,교량,충청남도 보령시 동대동,19861212
용현배수지,상하수도,인천광역시 남구 수봉남로24번길,19811110
수봉공원배수지,상하수도,인천광역시 남구 수봉안길46번길,19870923
석교교,교량,전라남도 강진군 군동면 석교리,19821231
남대천교,교량,강원도 강릉시 노암동,19600914
하모제1배수통문,하천,전라북도 정읍시 하모동,19701230
연지2배수문,하천,전라북도 정읍시 연지동,19701230
하모제2통문,하천,전라북도 정읍시 하모동,19701230
정읍2제 5배수통문,하천,전라북도 정읍시 시기동,19700101
죽림배수통문,하천,전라북도 정읍시 연지동,19701230
시기1배수문,하천,전라북도 정읍시 시기동,19701230
시기2배수문,하천,전라북도 정읍시 시기동,19701230
하모5배수통문,하천,전라북도 정읍시 하모동,19700101
정읍2제 4배수통문,하천,전라북도 정읍시 연지동,19700101
하모3통문,하천,전라북도 정읍시 하모동,19831230
월산제수문,하천,전라북도 정읍시 영원면 앵성리,19721230
영파배수문(통문),하천,전라북도 정읍시 영파동,19621230
망제배수문,하천,전라북도 정읍시 농소동,19720101
연지1통문(연지배수문),하천,전라북도 정읍시 연지동,19701230
석정배수문,하천,전라북도 정읍시 이평면 오금리,19621230
하모2배수문,하천,전라북도 정읍시 공평동,19830101
용두배수문,하천,전라북도 정읍시 덕천면 달천리,19621230
시기제2배수통문,하천,전라북도 정읍시 연지동,19701230
하모1배수문,하천,전라북도 정읍시 공평동,19830101
(구)청주제조창 예비공장,건축물,충청북도 청주시 상당구 상당로,19730101
조절지배수문,하천,광주광역시 서구 용두동,19790101
원주시 정수장,상하수도,강원도 원주시 우산로,19721230
제주특별자치도민속자연사박물관,건축물,제주특별자치도 제주시 삼성로,19840525
대산1배수통문,하천,충청남도 금산군 제원면 대산리,19840131
대산2배수통문,하천,충청남도 금산군 제원면 대산리,19840131
상왕3배수통문,하천,충청남도 공주시 반포면 마암리,19830530
상왕1배수통문,하천,충청남도 공주시 상왕동,19830530
백제큰길25배수통문,하천,충청남도 공주시 탄천면 대학리,19870101
봉황제,하천,충청남도 금산군 제원면 명암리,19731018
대학제,하천,충청남도 공주시 탄천면 대학리,19870101
대학2제,하천,충청남도 공주시 탄천면 대학리,19870101
닭뫼배수통문,하천,충청남도 부여군 세도면 청포리,19870101
대산제,하천,충청남도 금산군 제원면 대산리,19840131
대창방조제,하천,전라북도 김제시 죽산면 대창리,19271230
남포염전방조제,하천,전라북도 김제시 성덕면 남포리,19541230
서포방조제,하천,전라북도 김제시 죽산면 서포리,19541230
연포제,하천,전라북도 김제시 죽산면 연포리,19790101
소토방조제,하천,전라북도 김제시 만경읍 소토리,19260101
청하2제,하천,전라북도 김제시 청하면 동지산리,19370101
백구제,하천,전라북도 김제시 백구면 백구리,19750101
화포방조제,하천,전라북도 김제시 만경읍 화포리,19260101
관기방조제,하천,전라북도 김제시 진봉면 상궐리,19240101
석소방조제,하천,전라북도 김제시 진봉면 고사리,19240101
청하1제,하천,전라북도 김제시 청하면 동지산리,19370101
옥정제,하천,전라북도 김제시 부량면 옥정리,19690101
오산교,교량,전라남도 보성군 문덕면 봉정리,19400101
자모교,교량,전라남도 보성군 겸백면 운림리,19500530
금곡제2수문,하천,경상북도 상주시 함창읍 금곡리,19830101
금곡제4수문,하천,경상북도 상주시 함창읍 금곡리,19830101
신덕수문,하천,경상북도 상주시 함창읍 신덕리,19830101
인평5수문,하천,경상북도 상주시 인평동,19840101
인평4수문,하천,경상북도 상주시 인평동,19840101
인평3수문,하천,경상북도 상주시 인평동,19840101
인평2수문,하천,경상북도 상주시 인평동,19840101
흥각1수문,하천,경상북도 상주시 흥각동,19840101
오대제2수문,하천,경상북도 상주시 오대동,19840101
오대1수문,하천,경상북도 상주시 오대동,19840101
병성6수문,하천,경상북도 상주시 행신동,19831130
병성4수문,하천,경상북도 상주시 헌신동,19831130
병성3수문,하천,경상북도 상주시 병성동,19820101
가장수문,하천,경상북도 상주시 가장동,19841003
병성2수문,하천,경상북도 상주시 병성동,19831130
병성1수문,하천,경상북도 상주시 병성동,19831130
양촌수문,하천,경상북도 상주시 양촌동,19841031
병성7수문,하천,경상북도 상주시 헌신동,19830101
석남제1고가교,교량,인천광역시 서구 가좌동,19860610
가좌I.C고가교,교량,인천광역시 서구 가좌동,19861231
송신고가교,교량,인천광역시 부평구 부개동,19811215
숙골고가교,교량,인천광역시 남구 도화동,19770506
6공단고가교,교량,인천광역시 남구 도화동,19850615
송림고가교,교량,인천광역시 동구 송림동,19661221
만석고가교,교량,인천광역시 중구 송월동2가,19751201
여주제3배수통문(상리2호),하천,경기도 여주시 강변로,19540101
여주제4배수통문(상리1호),하천,경기도 여주시 홍문동,19540101
여주제5배수통문(홍문리),하천,경기도 여주시 세종로,19540101
여주제1배수통문(상리4호),하천,경기도 여주시 강변로,19540101
가래여울제,하천,경기도 하남시 미사강변한강로,19820101
여주제2배수통문(상리3호),하천,경기도 여주시 강변로,19540101
난지제,하천,경기도 고양시 덕양구 현천동,19861231
삼패지구,하천,경기도 남양주시 와부읍 덕소리,19851230
강상제,하천,경기도 양평군 강상면 교평리,19770101
강상배수문(제12수문),하천,경기도 양평군 강상면 교평리,19720101
양평1배수문(양평제1배수문),하천,경기도 양평군 양평읍 창대리,19730101
운양배수문,하천,경기도 김포시 운양동,19250101
계신제2배수문(계신리수문),하천,경기도 여주군 금사면,19830101
선동제,하천,경기도 하남시 선동,19851230
각화정수장,상하수도,광주광역시 북구 각화동,19670615
동복수원지(동복댐),댐,전라남도 화순군 동복면,19850630
용연 정수장,상하수도,광주광역시 동구 용연동,19850420
제4수원지,댐,광주광역시 북구 청옥동,19670401
제2수원지,댐,광주광역시 동구 용연동,19390301
묵호항 북방파제,항만,강원도 동해시 일출로,19500131
동해항 남방파제,항만,강원도 동해시 대동로,19761231
동해항 북방파제,항만,강원도 동해시 대동로,19801015
묵호항제3부두,항만,강원도 동해시 묵호동,19710614
동해항중앙부두,항만,강원도 동해시 대동로,19830101
동해항 석탄부두,항만,강원도 동해시 대동로,19821031
동해항 북부두,항만,강원도 동해시 대동로,19800619
동해항남부두(1),항만,강원도 동해시 대동로,19800619
서귀포항 동방파제,항만,제주특별자치도 서귀포시 서귀동,19850101
한림항 서방파제,항만,제주특별자치도 제주시 한림읍 한림리,19860101
부산도시철도 1-040(두실역~남산간 본선터널),터널,부산광역시 금정구 중앙대로,19850505
부산도시철도 1-030(연산역~교대간 본선터널),터널,부산광역시 연제구 중앙대로,19841008
부산도시철도1-043(노포차량기지 옹벽),옹벽,부산광역시 금정구 중앙대로,19850725
부산도시철도 1-024(범일역~범내골간 본선터널),터널,부산광역시 동구 범일로,19870619
부산도시철도 1-023(좌천역~범일간 본선터널),터널,부산광역시 동구 중앙대로,19870301
부산도시철도 1-022(부산진역~좌천간 본선터널),터널,부산광역시 동구 중앙대로,19870530
부산도시철도 1-042(범어사~노포간 본선터널),터널,부산광역시 금정구 중앙대로,19850328
부산도시철도 1-041(남산역~범어사간 본선터널),터널,부산광역시 금정구 중앙대로,19850328
부산도시철도 1-021(초량역~부산진간 본선터널),터널,부산광역시 동구 중앙대로,19870430
부산도시철도 1-020(부산역~초량간 본선터널),터널,부산광역시 동구 중앙대로,19870430
부산도시철도 1-019(중앙역~부산간 본선터널),터널,부산광역시 중구 중앙대로,19870430
부산도시철도 1-039(구서~두실간 본선터널),터널,부산광역시 금정구 금정로233번길,19850605
부산도시철도 1-031(교대~동래간 본선터널),터널,부산광역시 연제구 중앙대로,19841008
부산도시철도 1-029(시청역~연산간 본선터널),터널,부산광역시 연제구 중앙대로,19850325
부산도시철도 1-028(양정역~시청간 본선터널),터널,부산광역시 부산진구 중앙대로,19850325
부산도시철도 1-027(부전역~양정간 본선터널),터널,부산광역시 부산진구 중앙대로,19840919
부산도시철도 1-026(서면역~부전간 본선터널),터널,부산광역시 부산진구 중앙대로,19840919
부산도시철도 1-025(범내골역~서면간 본선터널),터널,부산광역시 부산진구 중앙대로,19850320
궁촌교(강릉),교량,강원도 원주시 문막읍 후용리,19711015
상이배수문,하천,경상남도 의령군 화정면 상이리,19731230
수월배수문,하천,경상남도 의령군 지정면 두곡리,19821230
상일배수문,하천,경상남도 의령군 화정면 상일리,19721230
옥천정수장,상하수도,전라남도 순천시 용수동,19860101
부산구덕터널(하행),터널,부산광역시 사상구 학장동,19840810
UN로 복개구조물,교량,부산광역시 남구 대연동,19870105
구서고가교(상),교량,부산광역시 금정구 구서동,19801007
부산구덕터널(상행),터널,부산광역시 사상구 학장동,19840810
회동고가교,교량,부산광역시 금정구 금사동,19801007
동천고가교,교량,부산광역시 금정구 금사동,19801007
"오륜터널(구,하)",터널,부산광역시 금정구 오륜동,19801007
"오륜터널(구,상)",터널,부산광역시 금정구 오륜동,19801007
문현터널(하),터널,부산광역시 남구 문현동,19801007
문현터널(상),터널,부산광역시 남구 문현동,19801007
문현고가교,교량,부산광역시 남구 문현동,19801007
대티터널(하),터널,부산광역시 서구 서대신동,19710424
대티터널(상),터널,부산광역시 서구 서대신동,19710424
부산터널(상),터널,부산광역시 중구 영주동,19610101
원동고가교,교량,부산광역시 동래구 안락동,19801007
망미교,교량,부산광역시 수영구 망미동,19801007
수영고가교,교량,부산광역시 수영구 광안동,19801007
수영터널(하),터널,부산광역시 수영구 광안동,19801007
수영터널(상),터널,부산광역시 수영구 광안동,19801007
광안터널(하),터널,부산광역시 수영구 광안동,19801007
광안터널(상),터널,부산광역시 수영구 광안동,19801007
대연터널(하),터널,부산광역시 남구 대연동,19801007
대연터널(상),터널,부산광역시 남구 대연동,19801007
부산대교,교량,부산광역시 영도구 봉래동,19800130
자성고가교,교량,부산광역시 동구 자성로75번길,19690101
좌동 지하차도,터널,부산광역시 해운대구 좌동,19841229
우동천 복개구조물,교량,부산광역시 해운대구 우동,19841229
춘천 복개구조물,교량,부산광역시 해운대구 좌동,19841229
용호천 복개구조물,교량,부산광역시 남구 동명로,19841229
우동 지하차도,터널,부산광역시 해운대구 우동,19841229
서신배수지,상하수도,전라북도 전주시 완산구 서신동,19840428
대성배수지,상하수도,전라북도 전주시 완산구 대성동,19750930
송천배수지,상하수도,전라북도 전주시 덕진구 송천동1가,19861215
금암배수지,상하수도,전라북도 전주시 덕진구 명주3길,19840428
대치터널,터널,충청남도 청양군 대치면,19830101
애곡터널Ⅱ,터널,충청북도 단양군 적성면,19400101
영춘상수도,상하수도,충청북도 단양군 영춘면,19811001
가곡상수도,상하수도,충청북도 단양군 가곡면,19860101
단양상수도,상하수도,충청북도 단양군 삼봉로,19851001
삼봉교,교량,충청북도 단양군 매포읍,19851028
고수대교,교량,충청북도 단양군 단양읍,19851028
안중근홀,건축물,충청북도 청원군 남일면 단재로,19861008
동계천 복개구조물,교량,광주광역시 동구 동명동,19840101
시흥빗물펌프장,하천,서울특별시 금천구 시흥대로51길,19810527
독산빗물펌프장,하천,서울특별시 금천구 서부샛길,19810508
가산2배수문(이중),하천,서울특별시 금천구 가산동,19730101
가산1배수문(이중),하천,서울특별시 금천구 가산동,19710101
독산1수문,하천,서울특별시 금천구 독산1동,19780101
시흥1수문(이중),하천,서울특별시 금천구 시흥대로77길,19780101
시흥배수문(이중),하천,서울특별시 금천구 시흥1동,19810101
독산배수문(이중),하천,서울특별시 금천구 독산1동,19810101
상대수문,하천,경상북도 포항시 남구,19790101
송도수문,하천,경상북도 포항시 남구 송도동,19780101
제철수문,하천,경상북도 포항시 남구,19350101
강원수문,하천,경상북도 포항시 남구 제철동,19770101
대도수문,하천,경상북도 포항시 남구,19810101
효자수문,하천,경상북도 포항시 남구 효자동,19810101
남영역,건축물,서울특별시 용산구 갈월동,19790709
한남역,건축물,서울특별시 용산구 한남동,19800501
서빙고역,건축물,서울특별시 용산구 서빙고동,19850617
이촌역,건축물,서울특별시 용산구 이촌동,19781201
용산중대병원,건축물,서울특별시 용산구 한강로3가,19780101
한국석유공사 구리비축기지,옹벽,경기도 구리시 아천동,19821231
덕촌제,하천,경상남도 함안군 칠북면 이령리,19400101
마사제,하천,경상남도 김해시 생림면 마사리,19650101
물금제,하천,경상남도 양산시 물금읍 물금리,19320101
화명상류제,하천,부산광역시 북구 금곡동,19360101
화명중류제,하천,부산광역시 북구 화명동,19360101
사상제,하천,부산광역시 북구 구포동,19350101
대저제,하천,부산광역시 강서구 대저1동,19350101
내제제,하천,경상남도 의령군 낙서면 내제리,19700101
감곡제,하천,경상남도 의령군 낙서면 내제리,19700101
전화제,하천,경상남도 의령군 낙서면 전화리,19650101
백산제,하천,경상남도 의령군 지정면 유곡리,19690101
진동1제,하천,경상남도 함안군 칠서면 계내리,19400101
덕남1제,하천,경상남도 함안군 칠북면 덕남리,19360101
율산2배수문,하천,경상남도 의령군 낙서면 전화리,19650501
이북제(하류),하천,경상남도 김해시 한림면 가동리,19390101
대곡제,하천,경상남도 창녕군 남지읍 대곡리,19650101
진동2제,하천,경상남도 함안군 칠서면 계내리,19400101
시산배수문,하천,경상남도 김해시 한림면 시산리,19390101
마천배수문,하천,경상남도 창녕군 길곡면,19800101
도흥1배수문,하천,경상남도 함안군 대산면 부목리,19450101
유어배수문,하천,경상남도 창녕군 유어면,19370101
법사배수문,하천,경상남도 창녕군 길곡면 오호리,19360101
월촌배수문,하천,경상남도 김해시 대동면 월촌리,19600101
여의10배수문,하천,경상남도 의령군 낙서면 율산리,19740101
고곡1호배수문,하천,경상남도 창녕군 남지읍,19390101
고곡배수문,하천,경상남도 창녕군 남지읍,19390101
백산1배수문,하천,경상남도 의령군 지정면 유곡리,19690101
용산2호배수문,하천,경상남도 창녕군 남지읍,19580101
우강2구배수문,하천,경상남도 창녕군 도천면,19360101
증산배수문,하천,경상남도 창녕군 길곡면,19800101
율산배수문,하천,경상남도 의령군 낙서면 율산리,19650101
오운배수문,하천,경상남도 의령군 낙서면 율산리,19650101
요강제,하천,경상남도 창녕군 도천면 우강리,19360101
내제배수문,하천,경상남도 의령군 낙서면 내제리,19700101
낙서제,하천,경상남도 의령군 낙서면 율산리,19650101
감곡배수문,하천,경상남도 의령군 낙서면 내제리,19700101
북부배수문,하천,경상남도 창원시 의창구 대산면 북부리,19360101
임해진배수문,하천,경상남도 창녕군 부곡면,19530101
수산배수문,하천,경상남도 밀양시 하남읍,19360101
마사3호배수문,하천,경상남도 김해시 생림면 마사리,19650101
생림배수문,하천,경상남도 김해시 생림면 안양리,19380101
대부배수문,하천,경상남도 합천군 청덕면 대부리,19340101
용산1호배수문,하천,경상남도 창녕군 남지읍,19580101
갈전배수문,하천,경상남도 창원시 의창구 대산면 갈전리,19840101
분삼배수문,하천,경상남도 창원시 의창구 동읍 본포리,19450101
신천2배수문,하천,경상남도 창원시 의창구 천주로,19840101
신천배수문,하천,경상남도 창원시 의창구 북면 하천리,19590101
북부1배수문,하천,경상남도 창원시 의창구 대산면 북부리,19840101
유등배수문,하천,경상남도 창원시 의창구 대산면 유등리,19360101
마사1호배수문,하천,경상남도 김해시 생림면 마사리,19700101
낙동배수문,하천,경상남도 밀양시 삼랑진읍 삼랑리,19600101
외산배수문,하천,경상남도 창원시 의창구 북면 외산리,19590101
유등중앙배수문,하천,경상남도 창원시 의창구 대산면 유등리,19200101
상동교,교량,경상남도 밀양시 상동면 금산리,19771201
장충체육관,건축물,서울특별시 중구 동호로,19630501
학산상수도,상하수도,충청북도 영동군 학산면,19811209
영동상수도,상하수도,충청북도 영동군 심천면,19870110
사직중학교 옹벽,옹벽,부산광역시 동래구 쇠미로51번길,19810228
부곡중학교 서편 옹벽,옹벽,부산광역시 금정구 동부곡로15번길,19690130
"9-3,4,5부두(진해)",항만,경상남도 창원시 진해구 현동,19770630
"5-3,4부두",항만,경상남도 창원시 진해구 현동,19670930
"5-1,2부두",항만,경상남도 창원시 진해구 현동,19790430
금남배수지,상하수도,세종특별자치시  금남면 발산2길,19840101
신안배수문,하천,세종특별자치시  조치원읍 신안리,19400101
죽림1배수문,하천,세종특별자치시  조치원읍 죽림리,19830101
번암배수문,하천,세종특별자치시  조치원읍 번암리,19830101
태산배수문,하천,세종특별자치시  부강면 부강리,19700101
봉암2배수문,하천,세종특별자치시  연서면 봉암리,19850101
죽림3배수문,하천,세종특별자치시  조치원읍 죽림리,19830101
남리배수문,하천,세종특별자치시  조치원읍 남리,19720101
서창3배수문,하천,세종특별자치시  조치원읍 침산리,19730101
명학1배수문,하천,세종특별자치시  연동면 명학리,19740101
서창2배수문,하천,세종특별자치시  조치원읍 서창리,19730101
성덕교,교량,세종특별자치시  금남면 도암리,19781201
KBS스포츠월드,건축물,서울특별시 강서구 공항대로,19861110
"인천전자마이스터고, 인천하이텍고",건축물,인천광역시 남구 도화동,19700101
인천여자상업고등학교옹벽,옹벽,인천광역시 중구 사동,19820601
"9-1,2부두",항만,경상남도 창원시 진해구 현동,19770630
제5저탄고가,교량,강원도 동해시 발한동,19400801
제6저탄고가,교량,강원도 동해시 발한동,19681230
제4저탄고가,교량,강원도 동해시 발한동,19400801
연화제1터널,터널,강원도 태백시 소도동,19621022
옹벽95k150(우),옹벽,강원도 태백시 황지동,19731016
옹벽90k805(우),옹벽,강원도 태백시 화전동,19731013
옹벽88k500(좌),옹벽,강원도 태백시 화전동,19731013
옹벽88k300(우),옹벽,강원도 태백시 화전동,19731016
옹벽132k160(좌),옹벽,강원도 삼척시 미로면 천기리,19400830
오십천제9교,교량,강원도 삼척시 신기면,19400801
오십천제12교,교량,강원도 삼척시 신기면,19400801
선천천교,교량,강원도 동해시 삼화동,19670530
백산천제2교,교량,강원도 태백시 연화1동,19620920
오십천,교량,강원도 삼척시 정라동,19300515
전천교(삼),교량,강원도 동해시 북삼동,19300515
백산천제1교,교량,강원도 태백시 연화1동,19750130
세곡천교,교량,강원도 태백시 화전1동,19730820
옥계천교,교량,강원도 강릉시 옥계면,19600810
오십천제3교(구),교량,강원도 삼척시 미로면,19400801
전천교(영),교량,강원도 동해시 이원동,19400801
육송천제2교량,교량,강원도 태백시 동점동,19551203
정암터널,터널,강원도 정선군 고한읍,19730815
성계터널,터널,강원도 강릉시 강동면,19631030
밤재터널,터널,강원도 강릉시 옥계면,19631030
잠실철교(도로교),교량,서울특별시 광진구 구의동,19791030
한강대교(신교),교량,서울특별시 동작구 노량진동,19820201
양화교,교량,서울특별시 영등포구 양화동,19790701
천호대교,교량,서울특별시 광진구 광장동,19760705
반포대교,교량,서울특별시 용산구 서빙고동,19820929
성산대교,교량,서울특별시 마포구 망원동,19800630
모래내고가도로,교량,서울특별시 마포구 성산동,19790630
워커힐고가도로,교량,서울특별시 광진구 광장동,19860910
원효대교,교량,서울특별시 용산구 원효4가,19811027
한강대교(구교),교량,서울특별시 동작구 노량진동,19371001
영동6교,교량,서울특별시 강남구 대치동,19850601
동작대교,교량,서울특별시 용산구 용산6가,19841229
영동대교,교량,서울특별시 광진구 성수동,19731108
동호대교,교량,서울특별시 성동구 옥수동,19841231
여천교,교량,충청북도 청주시 청원구 오창읍 여천리,19840928
오근장육교,교량,충청북도 청주시 상당구 오동동,19810530
모정교,교량,충청북도 청주시 청원구 오창읍 장대리,19691201
팔결교,교량,충청북도 청주시 상당구 오동동,19830330
남사교,교량,충청북도 청주시 상당구 남주동,19851101
청주대교,교량,충청북도 청주시 서원구 사직동,19700912
청남교,교량,충청북도 청주시 상당구 석교동,19691031
"수일중 정문 우측, 북측 옹벽",옹벽,경기도 수원시 장안구 수일로,19831231
대치빗물펌프장,하천,서울특별시 강남구 대치동,19810531
탄천4수문,하천,서울특별시 강남구 자곡동,19800101
탄천3수문,하천,서울특별시 강남구 자곡동,19800101
탄천2수문,하천,서울특별시 강남구 수서동,19800101
탄천1수문,하천,서울특별시 강남구 수서동,19800101
대치배수문,하천,서울특별시 강남구 대치동78-24,19810101
압구2수문,하천,서울특별시 강남구 압구정동,19730101
압구1수문,하천,서울특별시 강남구 압구정동,19730101
호화교,교량,경상북도 청도군 매전면,19860101
신천2교,교량,서울특별시 송파구 풍납동,19851127
신천1교,교량,서울특별시 송파구 풍납동,19801231
동작2교,교량,서울특별시 서초구 반포동,19851230
청담2교,교량,서울특별시 강남구 삼성동,19851231
망원2교,교량,서울특별시 마포구 망원동,19770630
망원1교,교량,서울특별시 마포구 망원동,19770630
염창교,교량,서울특별시 강서구 염창동,19851231
여의상류I.C,교량,서울특별시 동작구 노량진동,19771201
청담1교,교량,서울특별시 강남구 청담동,19750901
반포대교북단교,교량,서울특별시 용산구 서빙고동,19820625
서빙고고가차도(구),교량,서울특별시 용산구 서빙고동,19701201
서울역사(본체),건축물,서울특별시 중구 청파로,19250101
송대배수펌프장,하천,광주광역시 광산구 극락둑길,19821003
용봉 1배수통문,하천,광주광역시 광산구 용봉동,19750101
대광교,교량,경기도 연천군 신서면,19850101
용곡정수장,상하수도,충청남도 천안시 용곡동,19791230
병천정수장,상하수도,충청남도 천안시 수신면,19840601
제2도서관 배면 옹벽,옹벽,부산광역시 금정구 부산대학로63번길,19791231
제8공학관 배면 석축,옹벽,부산광역시 금정구 부산대학로63번길,19830803
엄정배수문,하천,충청남도 천안시 동남구 수신면,19801231
용정배수문,하천,충청남도 천안시 동남구 풍세면 용정리,19751231
대정배수문,하천,충청남도 천안시 동남구 풍세면 용정리,19751231
바라미배수문,하천,충청남도 천안시 동남구 수신면 해정리,19801231
풍서교,교량,충청남도 천안시 동남구 풍세면 풍서리,19721101
남관교,교량,충청남도 천안시 동남구 풍세면 용정리,19810601
수색배수지,상하수도,서울특별시 강남구 신사동,19760101
태진배수지,상하수도,서울특별시 서대문구 모래내로24길,19701225
만리배수지,상하수도,서울특별시 마포구 환일길,19851225
기자촌배수지,상하수도,서울특별시 은평구 진관동,19831231
연희배수지,상하수도,서울특별시 서대문구 연희동,19611225
자하문배수지,상하수도,서울특별시 서대문구 홍은중앙로,19841225
홍제배수지,상하수도,서울특별시 서대문구 홍제동,19861220
홍은3배수지,상하수도,서울특별시 서대문구 연희로41다길,19841229
홍은배수지,상하수도,서울특별시 서대문구 통일로48나길,19721201
두류수영장,건축물,대구광역시 달서구 성당동,19840725
대구체육관,건축물,대구광역시 북구 대구체육관로,19710410
시민운동장 야구장,건축물,대구광역시 북구 고성로,19810201
도연 제2수문,하천,경상북도 문경시 영순면 율곡리,19830630
말응 제4수문,하천,경상북도 문경시 영순면 말응리,19860630
도연 제1수문,하천,경상북도 문경시 영순면 율곡리,19830630
달지 제1수문,하천,경상북도 문경시 영순면 달지리,19810630
말응 제1수문,하천,경상북도 문경시 영순면 말응리,19860630
말응 제2수문,하천,경상북도 문경시 영순면 말응리,19860630
말응 제5수문,하천,경상북도 문경시 영순면 말응리,19870630
말응 제3수문,하천,경상북도 문경시 영순면 말응리,19860630
영강 좌28배수암거,하천,경상북도 문경시 마성면 신현리,19860630
영강 좌9배수암거,하천,경상북도 상주시 함창읍 덕통리,19810630
말응 제6수문,하천,경상북도 문경시 영순면 말응리,19870630
의곡 수문,하천,경상북도 문경시 영순면 의곡리,19810630
말응 제11수문,하천,경상북도 문경시 영순면 이목리,19870630
원천저수지,댐,경기도 수원시 영통구 하동,19290901
신대저수지,댐,경기도 수원시 영통구 하동,19280301
창평교,교량,충청남도 금산군 부리면 창평리,19840228
추부터널,터널,충청남도 금산군 추부면 마전리,19860601
2-1부두(진해),항만,경상남도 창원시 진해구 현동,19150618
원당수문,하천,경상북도 경산시 자인면 원당리,19861231
온천3 우수박스,교량,충청남도 아산시 온천동,19000101
큐브모텔 인근,교량,충청남도 아산시 온천동,19000101
배방2 우수박스,교량,충청남도 아산시 배방읍 북수리,19000101
배방1 우수박스,교량,충청남도 아산시 배방읍 공수리,19000101
온천4 우수박스,교량,충청남도 아산시 온천동,19000101
온천2 우수박스,교량,충청남도 아산시 온천동,19000101
실옥우수박스,교량,충청남도 아산시 실옥동,19000101
온천1 우수박스,교량,충청남도 아산시 온천동,19000101
도고배수지,상하수도,충청남도 아산시 도고면,19810101
용화정수장,상하수도,충청남도 아산시 외암로,19470101
신달3수문,하천,충청남도 아산시 신창면 신달리,19820101
염성3호배수문,하천,충청남도 아산시 염치읍 강청리,19840101
백암배수문,하천,충청남도 아산시 염치읍 백암리,19670101
돈포제3배수문,하천,충청남도 아산시 선장면 돈포리,19850101
